study_ID_Ancestry,StudyID,Who,Population,Sex,Age_LL,Age,Age_UL,Mean_Age,N,Population_pop,Who_pop,Article_link,CrudeName,EthnicGroup,EthnicGroup_Notes,Subpopulation,Other_Classification,Location,Biome,Country,Lattitude,Longitude,Region,Sedentary,AcculturationLevel,ReferenceSource,SerumLevel_mg_dL,SL_SD_mg_dL,SL_SE_mg_dL,HDL_Chol_mg_dL,HDL_SD_mg_dL,LDL_Chol_mg_dL,LDL_SD_mg_dL,Triglyceride_Chol_mg_dL,Triglyceride_SD_mg_dL,ANCESTRY
ESK6,INU5,Emily,Greenland Inuit,M,,,,47,376,Greenland Inuit,Emily,INU5,Greenland Inuit,Inuit,,,,Greenland,tundra,Greenland,77.28727,-44.277489,North America,NA,NA,Associations between vitamin D status and atherosclerosis among Inuit in Greenland,NA,NA,NA,61.872,NA,135.345,NA,79.713,NA,Circumpolar
ESK6,INU5,Emily,Greenland Inuit,F,,,,45,380,Greenland Inuit,Emily,INU5,Greenland Inuit,Inuit,,,,Greenland,tundra,Greenland,77.28727,-44.277489,North America,NA,NA,Associations between vitamin D status and atherosclerosis among Inuit in Greenland,NA,NA,NA,65.739,NA,135.345,NA,88.57,NA,Circumpolar
ESK8,ESK8,EM,Yakut,F,18,,,40.8,101,Siberian,EM,ESK8,Yakut (Sakha),Siberian,,,,"Tyungyulyu, Sakha Republic",Tundra,Russia,62,130,Asia,NA,Semi-acculturated,"""""Impaired fasting glucose and metabolic syndrome in an indigenous siberian population"""" Snodgrass et. al",200.3106,48.3375,NA,54.5247,14.6946,140.3721,44.8572,52.2563,NA,Siberian
ESK8,ESK8,EM,Yakut,M,18,,,42.6,65,Siberian,EM,ESK8,Yakut (Sakha),Siberian,,,,"Tyungyulyu, Sakha Republic",Tundra,Russia,62,130,Asia,NA,Semi-acculturated,"""""Impaired fasting glucose and metabolic syndrome in an indigenous siberian population"""" Snodgrass et. al",182.9091,42.9237,NA,49.1109,16.2414,126.0642,38.67,54.9134,NA,Siberian
EVE1,EVE1,Victoria,Evenki,M,65,65+,,NA,,Evenki,Victoria,SIB1,Evenki,Evenki,,,,northern regions of the Siberian boreal forest (taiga),Taiga,,61.403698,96.224501,Siberia,NA,NA,,150,NA,NA,34,NA,107,NA,63,NA,Siberian
EVE1,EVE1,Victoria,Evenki,M,45,45-54,54,NA,,Evenki,Victoria,SIB1,Evenki,Evenki,,,,northern regions of the Siberian boreal forest (taiga),Taiga,,61.403698,96.224501,Siberia,NA,NA,,146,NA,NA,41,NA,90,NA,95,NA,Siberian
EVE1,EVE1,Victoria,Evenki,M,35,35-44,44,NA,,Evenki,Victoria,SIB1,Evenki,Evenki,,,,northern regions of the Siberian boreal forest (taiga),Taiga,,61.403698,96.224501,Siberia,NA,NA,,155,NA,NA,45,NA,96,NA,86,NA,Siberian
EVE1,EVE1,Victoria,Evenki,M,18,18-34,34,NA,,Evenki,Victoria,SIB1,Evenki,Evenki,,,,northern regions of the Siberian boreal forest (taiga),Taiga,,61.403698,96.224501,Siberia,NA,NA,,134,NA,NA,46,NA,74,NA,81,NA,Siberian
EVE1,EVE1,Victoria,Evenki,M,55,55-64,64,NA,,Evenki,Victoria,SIB1,Evenki,Evenki,,,,northern regions of the Siberian boreal forest (taiga),Taiga,,61.403698,96.224501,Siberia,NA,NA,,147,NA,NA,46,NA,84,NA,86,NA,Siberian
FIL2,FIL2-A,Phoebe,Filipino,F,,,,47.8,476,Filipino,Phoebe,,Filipino,Filipino,,,Healthy,Cebu,Tropical Rainforest,Philippines,10.61,123.89,Asia,NA,Integrated,Cluster Analysis Reveals Important Determinants of Cardiometabolic Risk Patterns in Filipino Women,NA,NA,NA,51.5,NA,128.6,NA,NA,NA,NA
FIL3,FIL2-B,Phoebe,Filipino,F,,,,50.6,313,Filipino,Phoebe,,Filipino,Filipino,,,High BP,Cebu,Tropical Rainforest,Philippines,10.61,123.89,Asia,NA,Integrated,Cluster Analysis Reveals Important Determinants of Cardiometabolic Risk Patterns in Filipino Women,NA,NA,NA,38.9,NA,122.1,NA,NA,NA,NA
FIL4,FIL2-C,Phoebe,Filipino,F,,,,47.4,654,Filipino,Phoebe,,Filipino,Filipino,,,Low HDLC,Cebu,Tropical Rainforest,Philippines,10.61,123.89,Asia,NA,Integrated,Cluster Analysis Reveals Important Determinants of Cardiometabolic Risk Patterns in Filipino Women,NA,NA,NA,35.5,NA,106.1,NA,NA,NA,NA
FIL5,FIL2-D,Phoebe,Filipino,F,,,,50,84,Filipino,Phoebe,,Filipino,Filipino,,,Insulin resistant,Cebu,Tropical Rainforest,Philippines,10.61,123.89,Asia,NA,Integrated,Cluster Analysis Reveals Important Determinants of Cardiometabolic Risk Patterns in Filipino Women,NA,NA,NA,39.8,NA,123.6,NA,NA,NA,NA
FIL6,FIL2-E,Phoebe,Filipino,F,,,,48.7,241,Filipino,Phoebe,,Filipino,Filipino,,,HIgh CRP,Cebu,Tropical Rainforest,Philippines,10.61,123.89,Asia,NA,Integrated,Cluster Analysis Reveals Important Determinants of Cardiometabolic Risk Patterns in Filipino Women,NA,NA,NA,38.1,NA,132.1,NA,NA,NA,NA
FR1,Framingham,benja,Framingham study,Overall,NA,NA,NA,NA,60211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,NA,Overall,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0132321,220.419,46.404,NA,54.138,15.468,143.079,42.537,133.125,79.875,Framingham
FUL1,FUL1,FION,Fulani,F,15,15-77,77,NA,79,Fulani,"FION, ASHLEY",,,Fulani,D place name and title name match,Tum; Fwil; Vweng; Chugwi,,Jos Plateau,Temperate Shrubland,Nigeria,9.081999,8.675277,Africa,Nomadic,Unacculturated,"Glew, Robert H, et al. “Cardiovascular Disease Risk Factors and Diet of Fulani Pastoralists of Northern Nigeria.” The American Journal of Clinical Nutrition, vol. 74, no. 6, 2001, pp. 730–736., doi:10.1093/ajcn/74.6.730.",135.345,28.2291,NA,41.3769,10.4409,72.6996,20.1084,105.3983,47.8278,West_African
FUL1,FUL1,FION,Fulani,M,18,18-64,64,NA,42,Fulani,"FION, ASHLEY",,,Fulani,D place name and title name match,Tum; Fwil; Vweng; Chugwi,,Jos Plateau,Temperate Shrubland,Nigeria,9.081999,8.675277,Africa,Nomadic,Unacculturated,"Glew, Robert H, et al. “Cardiovascular Disease Risk Factors and Diet of Fulani Pastoralists of Northern Nigeria.” The American Journal of Clinical Nutrition, vol. 74, no. 6, 2001, pp. 730–736., doi:10.1093/ajcn/74.6.730.",135.345,30.936,NA,34.0296,10.4409,71.1528,27.069,143.4834,78.8273,West_African
FUL2,FUL2,Phoebe,Fulani,M,,,,NA,41,Fulani,Phoebe,,Fulani,Fulani,,,rural,Fulani,Temperate Shrubland,Northern Nigeria,9.081999,8.675277,Africa,Nomadic,Unacculturated,Serum Lipid Profiles and Risk of Cardiovascular Disease in Three Different Male Population in Northern Nigeria,136,31.3,NA,33.9,10.8,71,26.5,143,79.2,West_African
FUL3,FUL3,Ashley,Fulani,M,,,,41.9,122,Fulani,Ashley,FUL3,Fulani,Fulani,Speaks dialects of a Niger-Congo language,"Includes nomadic, semi-nomadic, and settled Fulani",,"Kano, Nigeria",Savanna,Nigeria,12.0022,8.592,West Africa,Nomadic,Unacculturated,"""""Hypertension and other cardiovasculuar risk factors in a semi-nomadic Fulani population in Kano, Nigeria"""" Karaye, et. al.",NA,NA,NA,52.2045,10.0542,61.872,30.936,103.6269,38.0851,West_African
FUL3,FUL3,Ashley,Fulani,F,,,,37.8,92,Fulani,Ashley,FUL3,Fulani,Fulani,Speaks dialects of a Niger-Congo language,"Includes nomadic, semi-nomadic, and settled Fulani",,"Kano, Nigeria",Savanna,Nigeria,12.0022,8.592,West Africa,Nomadic,Unacculturated,"""""Hypertension and other cardiovasculuar risk factors in a semi-nomadic Fulani population in Kano, Nigeria"""" Karaye, et. al.",NA,NA,NA,53.7513,11.601,73.473,27.069,104.5126,39.8565,West_African
GHA10,GHA9-B,Emily,Rural Ashanti,M/F,20,20+,,50,360,Ghanian,Victoria,GHA9-B,Ghanian,Ghanian,"Jachie-Pramso, village with a clustered human settlement (located in Bosomtwe district of Ashanti region)",,Rural,Ashanti region of Ghana,Tropical Rainforest,Ghana,6.5337,-1.4048,Africa,Yes,NA,,185.616,NA,NA,38.67,NA,119.877,NA,119.5695,NA,West_African
GHA11,GHA9-A,Emily,Urban Ashanti,M/F,20,20+,,49,312,Ghanian,Victoria,GHA9-A,Ghanian,Ghanian,"Kumasi, among largest metropolitan areas of Ghana and second most populous (commercial, industrial and cultural capital of Ashanti Region)",,Urban,Ashanti region of Ghana,Tropical Rainforest,Ghana,6.6666,-1.6163,Africa,Yes,NA,,193.35,NA,NA,38.67,NA,131.478,NA,106.284,NA,West_African
GHA6,GHA6,Ashley,Ghanaians,F,40,40+,,NA,10,Ghanaians,Phoebe,GHA6,Ghanaians,Ghanaians,,,,Ashanti,tropical,Ghana,6.74,-1.52,West Africa,NA,Integrated,Diabetes in Ghana: a community based prevalence study in Greater Accra,NA,NA,NA,54.138,7.734,131.478,30.936,79.713,26.571,NA
GHA6,GHA6,Ashley,Ghanaians,M,40,40+,,NA,150,Ghanaians,Phoebe,GHA6,Ghanaians,Ghanaians,,,,Ashanti,tropical,Ghana,6.74,-1.52,West Africa,NA,Integrated,Diabetes in Ghana: a community based prevalence study in Greater Accra,NA,NA,NA,54.138,15.468,112.143,38.67,97.427,61.999,NA
GHN,GHN,BENJA,Ghana_Rural_Female,Women,NA,NA,NA,NA,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,Rural,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0162753,152.3,36.9,NA,46.5,15.9,88.6,32.3,82,42,West_African
GHN,GHN,BENJA,Ghana_Rural_Male,Men,NA,NA,NA,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,Rural,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0162753,142.2,36.4,NA,44.5,14.7,76.4,27.3,82.5,53,West_African
GHN,GHN,BENJA,Ghana_Urban_Females,Women,NA,NA,NA,NA,1293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,Urban,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0162753,181.8,42.1,NA,49.2,14.6,113.9,37.6,77,47,West_African
GHN,GHN,BENJA,Ghana_Urban_Males,Men,NA,NA,NA,NA,972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,Urban,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0162753,170.6,42.5,NA,43.5,13.3,106.3,34.1,83,57,West_African
GRIN1,GRIN1,FION,Greenland Inuit,F,18,18+,,NA,278,Greenland Inuit,"FION, ASHLEY",,Eskimos,Inuit,Should I specify region?,Nuuk; Qasigiannguit,and four Villages in the district of Uummannaq,"West Greenland (Nuuk, Qasigiannguit, and Uumannaq)",Arctic-Alpine desert,Greenland,71.7069,-53,North America,Yes,Integrated,"Jorgensen, M. E., Bjerregaard, P., Kjaergaard, J. J., & Borch-Johnsen, K. (2008). High prevalence of markers of coronary heart disease among Greenland Inuit. Atherosclerosis, 196(2), 772-778.",NA,NA,NA,65.3523,NA,135.7317,NA,99.1984,NA,Circumpolar
GRIN1,GRIN1,FION,Greenland Inuit,M,18,18+,,NA,278,Greenland Inuit,"FION, ASHLEY",,Eskimos,Inuit,Should I specify region?,Nuuk; Qasigiannguit,and four Villages in the district of Uummannaq,"West Greenland (Nuuk, Qasigiannguit, and Uumannaq)",Arctic-Alpine desert,Greenland,71.7069,-53,North America,Yes,Integrated,"Jorgensen, M. E., Bjerregaard, P., Kjaergaard, J. J., & Borch-Johnsen, K. (2008). High prevalence of markers of coronary heart disease among Greenland Inuit. Atherosclerosis, 196(2), 772-778.",NA,NA,NA,58.7784,NA,145.7859,NA,103.6269,NA,Circumpolar
GUA1_B,GUA2-A,Victoria,Guatemalan,F,19.4,19.4-29.6,29.5,NA,175,Guatemalan,"EM, Victoria",GUA2,Guatemalan,Guatemalan,"present study, 1997-1999: each village had 1425-2175 inhabitants of mixed Spanish-Mayan descent",,Non-migrant,"Santo Domingo los Ocotes, San Miguel de Conacaste, San Juan de Flores, Espiritu Santo (40-110 km from Guatemala City)",Tropical Rainforest,Guatemala,15.7835,-90.2308,Central America,NA,NA,,NA,NA,NA,39.8301,8.1207,105.9558,25.9089,131.0836,88.57,Guatemalan
GUA1_B,GUA2-A,Victoria,Guatemalan,M,19.4,19.4-29.5,29.5,NA,103,Guatemalan,"EM, Victoria",GUA2,Guatemalan,Guatemalan,"present study, 1997-1999: each village had 1425-2175 inhabitants of mixed Spanish-Mayan descent",,Non-migrant,"Santo Domingo los Ocotes, San Miguel de Conacaste, San Juan de Flores, Espiritu Santo (40-110 km from Guatemala City)",Tropical Rainforest,Guatemala,15.7835,-90.2308,Central America,NA,NA,,NA,NA,NA,37.8966,6.9606,88.941,23.9754,124.8837,66.4275,Guatemalan
GUA1_B,GUA2-B,Victoria,Guatemalan,F,19.4,19.4-29.8,29.5,NA,43,Guatemalan,"EM, Victoria",GUA2,Guatemalan,Guatemalan,"present study, 1997-1999: each village had 1425-2175 inhabitants of mixed Spanish-Mayan descent",,Migrant,Guatemala City,Tropical Rainforest,Guatemala,14.6349,-90.5069,Central America,Yes,NA,,NA,NA,NA,46.0173,15.0813,109.8228,22.8153,100.0841,47.8278,Guatemalan
GUA1_B,GUA2-B,Victoria,Guatemalan,M,19.4,19.4-29.7,29.5,NA,76,Guatemalan,"EM, Victoria",GUA2,Guatemalan,Guatemalan,"present study, 1997-1999: each village had 1425-2175 inhabitants of mixed Spanish-Mayan descent",,Migrant,Guatemala City,Tropical Rainforest,Guatemala,14.6349,-90.5069,Central America,Yes,NA,,NA,NA,NA,37.1232,8.8941,102.8622,27.8424,123.998,72.6274,Guatemalan
GUA1_B,GUA2-C,Victoria,Guatemalan,F,19.4,19.4-29.10,29.5,NA,18,Guatemalan,"EM, Victoria",GUA2,Guatemalan,Guatemalan,"present study, 1997-1999: each village had 1425-2175 inhabitants of mixed Spanish-Mayan descent",,Commuter,"Santo Domingo los Ocotes, San Miguel de Conacaste, San Juan de Flores, Espiritu Santo (40-110 km from Guatemala City); Guatemala City",Tropical Rainforest,Guatemala,15.7835,-90.2308,Central America,NA,NA,,NA,NA,NA,40.9902,8.8941,93.9681,22.0419,NA,43.3993,Guatemalan
GUA1_B,GUA2-C,Victoria,Guatemalan,M,19.4,19.4-29.9,29.5,NA,58,Guatemalan,"EM, Victoria",GUA2,Guatemalan,Guatemalan,"present study, 1997-1999: each village had 1425-2175 inhabitants of mixed Spanish-Mayan descent",,Commuter,"Santo Domingo los Ocotes, San Miguel de Conacaste, San Juan de Flores, Espiritu Santo (40-110 km from Guatemala City); Guatemala City",Tropical Rainforest,Guatemala,15.7835,-90.2308,Central America,NA,NA,,NA,NA,NA,37.1232,6.1872,102.0888,23.9754,103.6269,54.0277,Guatemalan
HAD4_A,HAD3,CB,Hadza,M/F,18,18+,,NA,64,,"CAMERON, ASHLEY",,Hadza,Hadza,Name explicity stated in paper,,,Northern Tanzania,Tropical Rainforest,Tanzania,-6.3728253,34.8924826,Africa,NA,Unacculturated,"""""Review
Hunter-gatherers as models in public health"""" Pontzer et. al. ",NA,NA,NA,34,NA,62,NA,NA,NA,East_Africa_HG
hhs,hhs,BENJA,Hispanic Health Study,Overall,NA,NA,NA,NA,12730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,NA,Overall,https://doi.org/10.1186/s12944-017-0591-6,205.78,45.66,NA,48.73,13.17,128.87,38.13,139.75,101.03,other
hs,hs,BENJA,Hispanic,Overall,NA,NA,NA,NA,1445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,NA,Overall,10.1016/j.ahj.2011.01.018,201.8,40.4,NA,43.9,13,129.2,35.7,146.5,88.1,other
hs,hs,BENJA,Hispanic,Overall,NA,NA,NA,NA,2407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,NA,Overall,,201.084,38.67,NA,46.404,11.601,123.744,34.803,150.875,88.75,other
INDI2,INDI2,BENJA,India Rural,Overall,NA,NA,NA,NA,1452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Rural,,154,38,NA,39,12,89,32,111,0,Indian
INDI3,INDI3,BENJA,Indian Urban,Overall,NA,NA,NA,NA,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Urban,10.1371/journal.pone.0096808,167,43,NA,39,12,97,33,128,0,Indian
INDIA,INDIA,BENJA,India Overall,Overall,NA,NA,NA,NA,2042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,,158,40,NA,39,12,91,32,116,0,Indian
INN1,INN1,KIKI,Inuit of Nunavik,M/F,18,18-39,39,NA,252,Inuit,"KIKI, ASHLEY",,Nunavik population,Inuit,Should I specify region?,,,Nortthern Quebec; Nunavik,Arctic-Alpine desert,Canada,56.130366,-70,North America,Yes,Unacculturated,Fatty acids and cardiovascular disease risk factors among the Inuit of Nunavik (Dewailly),189.483,2.3202,NA,55.2981,1.1601,114.0765,1.9335,100.9698,NA,Circumpolar
INN1,INN1,KIKI,Inuit of Nunavik,M/F,40,≥ 40,,NA,154,Inuit,"KIKI, ASHLEY",,Nunavik population,Inuit,Should I specify region?,,,Nortthern Quebec; Nunavik,Arctic-Alpine desert,Canada,56.130366,-70,North America,Yes,Unacculturated,Fatty acids and cardiovascular disease risk factors among the Inuit of Nunavik (Dewailly),211.5249,2.7069,NA,64.1922,1.5468,127.2243,2.7069,106.284,NA,Circumpolar
INN2,INN2,AYANA,"Inupiat, Inuit",M,45,45+,,57.9,214,Inuit,AYANA,,Nunavik population,Inuit,Should I specify region?,Inupiat,,Norton Sound Region,Arctic-Alpine desert,United States,63.8492,-164.2688,North America,Yes,Semi-acculturated,Cardiovascular disease prevalence and its relation to risk factors in Alaska Eskimos (Howard et.al),NA,NA,NA,57.1,18.1,126.2,36.2,111.7,NA,NA
INN2,INN2,AYANA,"Inupiat, Inuit",F,45,45+,,58.3,285,Inuit,AYANA,,Nunavik population,Inuit,Should I specify region?,Inupiat,,Norton Sound Region,Arctic-Alpine desert,United States,63.8492,-164.2688,North America,Yes,Semi-acculturated,Cardiovascular disease prevalence and its relation to risk factors in Alaska Eskimos (Howard et.al),NA,NA,NA,68.6,18.9,124,36.3,124.3,NA,NA
INU1_A,INU1-A,AYANA,Inuit (least westernized),M,,,,48.6,223,Inuit,"FION, ASHLEY",,Greenland Inuit/ Inuit migrants of Denmark,Inuit,Should I specify region?,,Least Westernized,West Greenland,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,Nomadic,Unacculturated,"P Bjerregaard, M.E Jørgensen, K Borch-Johnsen, Serum lipids of Greenland Inuit in relation to Inuit genetic heritage, westernisation and migration, Atherosclerosis, Volume 174, Issue 2, 2004, Pages 391-398, ISSN 0021-9150, https://doi.org/10.1016/j.atherosclerosis.2004.02.010.",226.2195,NA,NA,62.6454,NA,143.079,NA,83.2558,NA,Circumpolar
INU1_A,INU1-A,AYANA,Inuit (least westernized),F,,,,48.6,223,Inuit,"FION, ASHLEY",,Greenland Inuit/ Inuit migrants of Denmark,Inuit,Should I specify region?,,Least Westernized,West Greenland,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,Nomadic,Unacculturated,"P Bjerregaard, M.E Jørgensen, K Borch-Johnsen, Serum lipids of Greenland Inuit in relation to Inuit genetic heritage, westernisation and migration, Atherosclerosis, Volume 174, Issue 2, 2004, Pages 391-398, ISSN 0021-9150, https://doi.org/10.1016/j.atherosclerosis.2004.02.010.",222.7392,NA,NA,63.4188,NA,139.9854,NA,85.0272,NA,Circumpolar
INU1_B,INU1-B,AYANA,Inuit (intermediate western),M,,,,43.3,234,Inuit,FION,,Ethnic Greenlanders/ Inuit migrants of Denmark,Inuit,Should I specify region?,,Intermediate,West Greenland,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,Nomadic,Semi-acculturated,"P Bjerregaard, M.E Jørgensen, K Borch-Johnsen, Serum lipids of Greenland Inuit in relation to Inuit genetic heritage, westernisation and migration, Atherosclerosis, Volume 174, Issue 2, 2004, Pages 391-398, ISSN 0021-9150, https://doi.org/10.1016/j.atherosclerosis.2004.02.010.",230.0865,NA,NA,56.4582,NA,151.1997,NA,89.4557,NA,Circumpolar
INU1_B,INU1-B,AYANA,Inuit (intermediate western),F,,,,43.3,4234,Inuit,FION,,Ethnic Greenlanders/ Inuit migrants of Denmark,Inuit,Should I specify region?,,Intermediate,West Greenland,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,Nomadic,Semi-acculturated,"P Bjerregaard, M.E Jørgensen, K Borch-Johnsen, Serum lipids of Greenland Inuit in relation to Inuit genetic heritage, westernisation and migration, Atherosclerosis, Volume 174, Issue 2, 2004, Pages 391-398, ISSN 0021-9150, https://doi.org/10.1016/j.atherosclerosis.2004.02.010.",234.3402,NA,NA,60.3252,NA,152.7465,NA,90.3414,NA,Circumpolar
INU1_C,INU1-C,AYANA,Inuit (most Westerm),M,,,,42.5,110,Inuit,FION,,Ethnic Greenlanders/ Inuit migrants of Denmark,Inuit,Should I specify region?,,Most Westernized,West Greenland,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,Nomadic,Integrated,"P Bjerregaard, M.E Jørgensen, K Borch-Johnsen, Serum lipids of Greenland Inuit in relation to Inuit genetic heritage, westernisation and migration, Atherosclerosis, Volume 174, Issue 2, 2004, Pages 391-398, ISSN 0021-9150, https://doi.org/10.1016/j.atherosclerosis.2004.02.010.",231.2466,NA,NA,1.36,NA,3.94,NA,1.14,NA,Circumpolar
INU1_C,INU1-C,AYANA,Inuit (most Westerm),F,,,,42.5,110,Inuit,FION,,Ethnic Greenlanders/ Inuit migrants of Denmark,Inuit,Should I specify region?,,Most Westernized,West Greenland,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,Nomadic,Integrated,"P Bjerregaard, M.E Jørgensen, K Borch-Johnsen, Serum lipids of Greenland Inuit in relation to Inuit genetic heritage, westernisation and migration, Atherosclerosis, Volume 174, Issue 2, 2004, Pages 391-398, ISSN 0021-9150, https://doi.org/10.1016/j.atherosclerosis.2004.02.010.",232.4067,NA,NA,58.7784,NA,151.1997,NA,95.6556,NA,Circumpolar
INU11,INU11,Emily,Greenland Inuit,M,18,18+,,NA,653,Inuit,Emily,INU11,Greenland Inuit,Inuit,,,,Greenland,tundra,Greenland,64.972601,-46.408836,North America,NA,Unacculturated,Inuit health in Greenland: a population survey of life style and disease in Greenland and among Inuit living in Denmark,228.153,46.404,NA,58.005,19.335,NA,NA,NA,NA,Circumpolar
INU11,INU11,Emily,Greenland Inuit,F,18,18+,,NA,653,Inuit,Emily,INU11,Greenland Inuit,Inuit,,,,Greenland,tundra,Greenland,64.972601,-46.408836,North America,NA,Unacculturated,Inuit health in Greenland: a population survey of life style and disease in Greenland and among Inuit living in Denmark,228.153,46.404,NA,61.872,15.468,NA,NA,NA,NA,Circumpolar
INU13,INU13-A,EM,Greenland Inuit,M,5.7,5.7-17.1,17.1,11.7,55,Greenland Inuit,EM,INU13,Greenland Inuit,Inuit,,South,,Nuuk,Tundra,Greenland,64.18,-51.69,North America,NA,Semi-acculturated,"""""Adverse Metabolic Risk Profiles in Greenlandic Inuit Children Compared to Danish Children"""" Munch-Andersen et. al",NA,NA,NA,58.3917,11.601,87.0075,22.4286,65.5418,23.0282,Circumpolar
INU13,INU13-A,EM,Greenland Inuit,F,5.7,5.7-17.1,17.1,11.3,47,Greenland Inuit,EM,INU13,Greenland Inuit,Inuit,,South,,Nuuk,Tundra,Greenland,64.18,-51.69,North America,NA,Semi-acculturated,"""""Adverse Metabolic Risk Profiles in Greenlandic Inuit Children Compared to Danish Children"""" Munch-Andersen et. al",NA,NA,NA,52.9779,11.601,96.2883,25.9089,80.5987,28.3424,Circumpolar
INU13,INU13-B,EM,Greenland Inuit,F,5.7,5.7-17.1,17.1,11.2,42,Greenland Inuit,EM,INU13,Greenland Inuit,Inuit,,North,,Qaanaaq and Siorapaluk,Tundra,Greenland,77.47,-69.23,North America,NA,Semi-acculturated,"""""Adverse Metabolic Risk Profiles in Greenlandic Inuit Children Compared to Danish Children"""" Munch-Andersen et. al",NA,NA,NA,54.5247,11.601,83.1405,15.8547,74.3988,24.7996,Circumpolar
INU13,INU13-B,EM,Greenland Inuit,M,5.7,5.7-17.1,17.1,10.9,43,Greenland Inuit,EM,INU13,Greenland Inuit,Inuit,,North,,Qaanaaq and Siorapaluk,Tundra,Greenland,77.47,-69.23,North America,NA,Semi-acculturated,"""""Adverse Metabolic Risk Profiles in Greenlandic Inuit Children Compared to Danish Children"""" Munch-Andersen et. al",NA,NA,NA,53.7513,13.9212,84.3006,21.2685,79.713,36.3137,Circumpolar
INU13,CAN2-B,Emily,Inuit,M/F,18,18+,,36.7,238,Inuit,Emily,CAN2,Inuit,Inuit,,,,Canada,tundra,Canada,56.69043,-93.208866,North America,NA,Semi-acculturated,Characteristics and prevalence of the metabolic syndrome among three ethnic groups in Canada,NA,NA,NA,55.6848,15.468,NA,NA,82.3701,NA,Circumpolar
INU13,INU13,Victoria,Inuit,F,18,18+,,43,1161,Inuit,Victoria,INU13_KEN6,Inuit,Greenland Inuit,,,,Greenland,Arctic Tundra,Greenland,71.7069,-42.6043,Arctic,Yes,Semi-acculturated,,224.286,NA,NA,65.739,NA,135.345,NA,88.57,NA,Circumpolar
INU13,INU13,Victoria,Inuit,M,18,18+,,45,1272,Inuit,Victoria,INU13_KEN6,Inuit,Greenland Inuit,,,,Greenland,Arctic Tundra,Greenland,71.7069,-42.6043,Arctic,Yes,Semi-acculturated,,224.286,NA,NA,58.005,NA,139.212,NA,88.57,NA,Circumpolar
INU14,INU14,Ashley,Greenland Inuit,F,,,,57,,Greenland Inuit,Ashley,INU14,Eskimos,Greenland Inuit,,,,"West Greenland (Nuuk, Qasigiannguit, and Uummannaq villages)",Tundra,Greenland,71.7069,-42.6043,Europe,Yes,Integrated,"""""Prevalence of the metabolic syndrome among the Inuit in Greenland. A comparison between two proposed definitions"""" Jorgensen et. al.",NA,NA,NA,54.9114,18.1749,NA,NA,131.0836,NA,Circumpolar
INU14,INU14,Ashley,Greenland Inuit,M,,,,56,,Greenland Inuit,Ashley,INU14,Eskimos,Greenland Inuit,,,,"West Greenland (Nuuk, Qasigiannguit, and Uummannaq villages)",Tundra,Greenland,71.7069,-42.6043,Europe,Yes,Integrated,"""""Prevalence of the metabolic syndrome among the Inuit in Greenland. A comparison between two proposed definitions"""" Jorgensen et. al.",NA,NA,NA,54.9114,19.7217,NA,NA,121.3409,NA,Circumpolar
INU7,INU7,Emily,Nunavik Inuit,M,40,40-74,74,53,113,Nunavik Inuit,Emily,INU7,Nunavik Inuit,Inuit,,,,"Nunavik, Quebec, Canada",tundra,Canada,61.327679,-74.250422,North American,NA,NA,Cardiovascular risk factors and subclinical atherosclerosis among Nunavik Inuit,207.2712,NA,4.2537,59.5518,1.5468,125.6775,3.867,112.4839,7.0856,Circumpolar
INU7,INU7,Emily,Nunavik Inuit,F,40,40-74,74,51.5,163,Nunavik Inuit,Emily,INU7,Nunavik Inuit,Inuit,,,,"Nunavik, Quebec, Canada",tundra,Canada,61.327679,-74.250422,North American,NA,NA,Cardiovascular risk factors and subclinical atherosclerosis among Nunavik Inuit,212.2983,NA,3.0936,75.7932,1.5468,114.8499,2.7069,108.0554,5.3142,Circumpolar
